,County,Cases,Rate_per_100k
2564,"Sedgwick County, KS",26,6.2
2565,"Seminole County, FL",78,19.8
2566,"Seminole County, GA",0,0.0
2567,"Seminole County, OK",Data suppressed,Data suppressed
2568,"Seneca County, NY",Data suppressed,Data suppressed
2569,"Seneca County, OH",Data suppressed,Data suppressed
2570,"Sequatchie County, TN",0,0.0
2571,"Sequoyah County, OK",Data suppressed,Data suppressed
2572,"Sevier County, AR",Data suppressed,Data suppressed
2573,"Sevier County, TN",7,8.4
2574,"Sevier County, UT",0,0.0
2575,"Seward County, KS",5,29.5
2576,"Seward County, NE",0,0.0
2577,"Shackelford County, TX",Data suppressed,Data suppressed
2578,"Shannon County, MO",0,0.0
2579,"Sharkey County, MS",0,0.0
2580,"Sharp County, AR",0,0.0
2581,"Shasta County, CA",Data suppressed,Data suppressed
2582,"Shawano County, WI",0,0.0
2583,"Shawnee County, KS",11,7.4
2584,"Sheboygan County, WI",Data suppressed,Data suppressed
2585,"Shelby County, AL",17,9.5
2586,"Shelby County, IA",0,0.0
2587,"Shelby County, IL",0,0.0
2588,"Shelby County, IN",Data suppressed,Data suppressed
2589,"Shelby County, KY",Data suppressed,Data suppressed
2590,"Shelby County, MO",Data suppressed,Data suppressed
2591,"Shelby County, OH",Data suppressed,Data suppressed
2592,"Shelby County, TN",265,34.6
2593,"Shelby County, TX",6,29.1
2594,"Shenandoah County, VA",Data suppressed,Data suppressed
2595,"Sherburne County, MN",0,0.0
2596,"Sheridan County, KS",0,0.0
2597,"Sheridan County, MT",0,0.0
2598,"Sheridan County, ND",0,0.0
2599,"Sheridan County, NE",0,0.0
2600,"Sheridan County, WY",0,0.0
2601,"Sherman County, KS",0,0.0
2602,"Sherman County, NE",0,0.0
2603,"Sherman County, OR",0,0.0
2604,"Sherman County, TX",0,0.0
2605,"Shiawassee County, MI",Data suppressed,Data suppressed
2606,"Shoshone County, ID",0,0.0
2607,"Sibley County, MN",0,0.0
2608,"Sierra County, CA",0,0.0
2609,"Sierra County, NM",0,0.0
2610,"Silver Bow County, MT",0,0.0
2611,"Simpson County, KY",Data suppressed,Data suppressed
2612,"Simpson County, MS",Data suppressed,Data suppressed
2613,"Sioux County, IA",Data suppressed,Data suppressed
2614,"Sioux County, ND",0,0.0
2615,"Sioux County, NE",0,0.0
2616,"Siskiyou County, CA",0,0.0
2617,"Sitka City and Borough, AK",Data suppressed,Data suppressed
2618,"Skagit County, WA",Data suppressed,Data suppressed
2619,"Skagway Municipality, AK",Data suppressed,Data suppressed
2620,"Skamania County, WA",0,0.0
2621,"Slope County, ND",0,0.0
2622,"Smith County, KS",0,0.0
2623,"Smith County, MS",Data suppressed,Data suppressed
2624,"Smith County, TN",Data suppressed,Data suppressed
2625,"Smith County, TX",20,10.7
2626,"Smyth County, VA",Data suppressed,Data suppressed
2627,"Snohomish County, WA",33,4.9
2628,"Snyder County, PA",Data suppressed,Data suppressed
2629,"Socorro County, NM",Data suppressed,Data suppressed
2630,"Solano County, CA",32,8.6
2631,"Somerset County, MD",Data suppressed,Data suppressed
2632,"Somerset County, ME",0,0.0
2633,"Somerset County, NJ",26,9.3
2634,"Somerset County, PA",Data suppressed,Data suppressed
2635,"Somervell County, TX",Data suppressed,Data suppressed
2636,"Sonoma County, CA",27,6.2
2637,"Southampton County, VA",5,32.3
2638,"Southeast Fairbanks Census Area, AK",Data suppressed,Data suppressed
2639,"Spalding County, GA",12,22.1
2640,"Spartanburg County, SC",24,9.4
2641,"Spencer County, IN",0,0.0
2642,"Spencer County, KY",Data suppressed,Data suppressed
2643,"Spink County, SD",0,0.0
2644,"Spokane County, WA",25,5.9
2645,"Spotsylvania County, VA",9,8.2
2646,"St. Bernard Parish, LA",6,16.2
2647,"St. Charles County, MO",9,2.7
2648,"St. Charles Parish, LA",Data suppressed,Data suppressed
2649,"St. Clair County, AL",7,9.5
2650,"St. Clair County, IL",37,17.0
2651,"St. Clair County, MI",Data suppressed,Data suppressed
2652,"St. Clair County, MO",0,0.0
2653,"St. Croix County, WI",Data suppressed,Data suppressed
2654,"St. Francis County, AR",Data suppressed,Data suppressed
2655,"St. Francois County, MO",Data suppressed,Data suppressed
2656,"St. Helena Parish, LA",Data suppressed,Data suppressed
2657,"St. James Parish, LA",5,28.0
2658,"St. John The Baptist Parish, LA",8,22.4
2659,"St. Johns County, FL",20,9.7
2660,"St. Joseph County, IN",19,8.5
2661,"St. Joseph County, MI",Data suppressed,Data suppressed
2662,"St. Landry Parish, LA",20,29.9
2663,"St. Lawrence County, NY",Data suppressed,Data suppressed
2664,"St. Louis City, MO",115,43.8
2665,"St. Louis County, MN",Data suppressed,Data suppressed
2666,"St. Louis County, MO",113,13.4
2667,"St. Lucie County, FL",65,24.1
2668,"St. Martin Parish, LA",5,11.2
2669,"St. Mary Parish, LA",8,19.1
2670,"St. Mary's County, MD",6,6.5
2671,"St. Tammany Parish, LA",13,6.1
2672,"Stafford County, KS",0,0.0
2673,"Stafford County, VA",10,8.3
2674,"Stanislaus County, CA",53,12.1
2675,"Stanley County, SD",0,0.0
2676,"Stanly County, NC",0,0.0
2677,"Stanton County, KS",0,0.0
2678,"Stanton County, NE",0,0.0
2679,"Stark County, IL",0,0.0
2680,"Stark County, ND",Data suppressed,Data suppressed
2681,"Stark County, OH",27,8.6
2682,"Starke County, IN",0,0.0
2683,"Starr County, TX",6,12.3
2684,"Staunton City, VA",0,0.0
2685,"Ste. Genevieve County, MO",Data suppressed,Data suppressed
2686,"Stearns County, MN",Data suppressed,Data suppressed
2687,"Steele County, MN",Data suppressed,Data suppressed
2688,"Steele County, ND",0,0.0
2689,"Stephens County, GA",Data suppressed,Data suppressed
2690,"Stephens County, OK",0,0.0
2691,"Stephens County, TX",0,0.0
2692,"Stephenson County, IL",Data suppressed,Data suppressed
2693,"Sterling County, TX",0,0.0
2694,"Steuben County, IN",Data suppressed,Data suppressed
2695,"Steuben County, NY",Data suppressed,Data suppressed
2696,"Stevens County, KS",0,0.0
2697,"Stevens County, MN",0,0.0
2698,"Stevens County, WA",0,0.0
2699,"Stewart County, GA",7,125.1
2700,"Stewart County, TN",0,0.0
2701,"Stillwater County, MT",0,0.0
2702,"Stoddard County, MO",Data suppressed,Data suppressed
2703,"Stokes County, NC",Data suppressed,Data suppressed
2704,"Stone County, AR",0,0.0
2705,"Stone County, MO",0,0.0
2706,"Stone County, MS",Data suppressed,Data suppressed
2707,"Stonewall County, TX",0,0.0
2708,"Storey County, NV",0,0.0
2709,"Story County, IA",Data suppressed,Data suppressed
2710,"Strafford County, NH",Data suppressed,Data suppressed
2711,"Stutsman County, ND",Data suppressed,Data suppressed
2712,"Sublette County, WY",0,0.0
2713,"Suffolk City, VA",9,12.1
2714,"Suffolk County, MA",159,22.6
2715,"Suffolk County, NY",102,8.1
2716,"Sullivan County, IN",0,0.0
2717,"Sullivan County, MO",0,0.0
2718,"Sullivan County, NH",0,0.0
2719,"Sullivan County, NY",Data suppressed,Data suppressed
2720,"Sullivan County, PA",0,0.0
2721,"Sullivan County, TN",7,5.2
2722,"Sully County, SD",0,0.0
2723,"Summers County, WV",Data suppressed,Data suppressed
2724,"Summit County, CO",Data suppressed,Data suppressed
2725,"Summit County, OH",45,9.8
2726,"Summit County, UT",Data suppressed,Data suppressed
2727,"Sumner County, KS",0,0.0
2728,"Sumner County, TN",11,7.2
2729,"Sumter County, AL",Data suppressed,Data suppressed
2730,"Sumter County, FL",8,6.7
2731,"Sumter County, GA",8,32.1
2732,"Sumter County, SC",22,25.1
2733,"Sunflower County, MS",Data suppressed,Data suppressed
2734,"Surry County, NC",0,0.0
2735,"Surry County, VA",Data suppressed,Data suppressed
2736,"Susquehanna County, PA",Data suppressed,Data suppressed
2737,"Sussex County, DE",15,7.7
2738,"Sussex County, NJ",7,5.7
2739,"Sussex County, VA",Data suppressed,Data suppressed
2740,"Sutter County, CA",6,7.7
2741,"Sutton County, TX",0,0.0
2742,"Suwannee County, FL",6,16.0
2743,"Swain County, NC",0,0.0
2744,"Sweet Grass County, MT",0,0.0
2745,"Sweetwater County, WY",Data suppressed,Data suppressed
2746,"Swift County, MN",0,0.0
2747,"Swisher County, TX",0,0.0
2748,"Switzerland County, IN",0,0.0
2749,"Talbot County, GA",Data suppressed,Data suppressed
2750,"Talbot County, MD",0,0.0
2751,"Taliaferro County, GA",0,0.0
2752,"Talladega County, AL",8,11.7
2753,"Tallahatchie County, MS",Data suppressed,Data suppressed
2754,"Tallapoosa County, AL",6,17.4
2755,"Tama County, IA",0,0.0
2756,"Taney County, MO",Data suppressed,Data suppressed
2757,"Tangipahoa Parish, LA",36,33.3
2758,"Taos County, NM",Data suppressed,Data suppressed
2759,"Tarrant County, TX",305,18.3
2760,"Tate County, MS",5,20.7
2761,"Tattnall County, GA",Data suppressed,Data suppressed
2762,"Taylor County, FL",Data suppressed,Data suppressed
2763,"Taylor County, GA",Data suppressed,Data suppressed
2764,"Taylor County, IA",0,0.0
2765,"Taylor County, KY",Data suppressed,Data suppressed
2766,"Taylor County, TX",10,8.9
2767,"Taylor County, WI",0,0.0
2768,"Taylor County, WV",0,0.0
2769,"Tazewell County, IL",Data suppressed,Data suppressed
2770,"Tazewell County, VA",0,0.0
2771,"Tehama County, CA",Data suppressed,Data suppressed
2772,"Telfair County, GA",6,42.5
2773,"Teller County, CO",Data suppressed,Data suppressed
2774,"Tensas Parish, LA",0,0.0
2775,"Terrebonne Parish, LA",9,9.9
2776,"Terrell County, GA",Data suppressed,Data suppressed
2777,"Terrell County, TX",0,0.0
2778,"Terry County, TX",0,0.0
2779,"Teton County, ID",0,0.0
2780,"Teton County, MT",0,0.0
2781,"Teton County, WY",0,0.0
2782,"Texas County, MO",Data suppressed,Data suppressed
2783,"Texas County, OK",Data suppressed,Data suppressed
2784,"Thayer County, NE",0,0.0
2785,"Thomas County, GA",9,24.3
2786,"Thomas County, KS",0,0.0
2787,"Thomas County, NE",0,0.0
2788,"Throckmorton County, TX",0,0.0
2789,"Thurston County, NE",0,0.0
2790,"Thurston County, WA",9,3.8
2791,"Tift County, GA",17,51.2
2792,"Tillamook County, OR",0,0.0
2793,"Tillman County, OK",0,0.0
2794,"Tioga County, NY",Data suppressed,Data suppressed
2795,"Tioga County, PA",0,0.0
2796,"Tippah County, MS",Data suppressed,Data suppressed
2797,"Tippecanoe County, IN",8,4.9
2798,"Tipton County, IN",Data suppressed,Data suppressed
2799,"Tipton County, TN",Data suppressed,Data suppressed
2800,"Tishomingo County, MS",0,0.0
2801,"Titus County, TX",Data suppressed,Data suppressed
2802,"Todd County, KY",Data suppressed,Data suppressed
2803,"Todd County, MN",0,0.0
2804,"Todd County, SD",0,0.0
2805,"Tolland County, CT",11,8.3
2806,"Tom Green County, TX",7,7.2
2807,"Tompkins County, NY",7,7.6
2808,"Tooele County, UT",Data suppressed,Data suppressed
2809,"Toole County, MT",0,0.0
2810,"Toombs County, GA",Data suppressed,Data suppressed
2811,"Torrance County, NM",0,0.0
2812,"Towner County, ND",0,0.0
2813,"Towns County, GA",0,0.0
2814,"Traill County, ND",0,0.0
2815,"Transylvania County, NC",Data suppressed,Data suppressed
2816,"Traverse County, MN",0,0.0
2817,"Travis County, TX",214,20.8
2818,"Treasure County, MT",0,0.0
2819,"Trego County, KS",0,0.0
2820,"Trempealeau County, WI",0,0.0
2821,"Treutlen County, GA",0,0.0
2822,"Trigg County, KY",Data suppressed,Data suppressed
2823,"Trimble County, KY",Data suppressed,Data suppressed
2824,"Trinity County, CA",0,0.0
2825,"Trinity County, TX",0,0.0
2826,"Tripp County, SD",0,0.0
2827,"Troup County, GA",9,15.6
2828,"Trousdale County, TN",Data suppressed,Data suppressed
2829,"Trumbull County, OH",9,5.2
2830,"Tucker County, WV",0,0.0
2831,"Tulare County, CA",17,4.7
2832,"Tulsa County, OK",69,13.1
2833,"Tunica County, MS",Data suppressed,Data suppressed
2834,"Tuolumne County, CA",0,0.0
2835,"Turner County, GA",Data suppressed,Data suppressed
2836,"Turner County, SD",Data suppressed,Data suppressed
2837,"Tuscaloosa County, AL",48,27.3
2838,"Tuscarawas County, OH",Data suppressed,Data suppressed
2839,"Tuscola County, MI",0,0.0
2840,"Twiggs County, GA",0,0.0
2841,"Twin Falls County, ID",Data suppressed,Data suppressed
2842,"Tyler County, TX",Data suppressed,Data suppressed
2843,"Tyler County, WV",0,0.0
2844,"Tyrrell County, NC",0,0.0
2845,"Uinta County, WY",0,0.0
2846,"Uintah County, UT",0,0.0
2847,"Ulster County, NY",9,5.7
2848,"Umatilla County, OR",Data suppressed,Data suppressed
2849,"Unicoi County, TN",0,0.0
2850,"Union County, AR",Data suppressed,Data suppressed
2851,"Union County, FL",15,112.1
2852,"Union County, GA",Data suppressed,Data suppressed
2853,"Union County, IA",0,0.0
2854,"Union County, IL",0,0.0
2855,"Union County, IN",0,0.0
2856,"Union County, KY",Data suppressed,Data suppressed
2857,"Union County, MS",Data suppressed,Data suppressed
2858,"Union County, NC",15,7.9
2859,"Union County, NJ",89,19.3
2860,"Union County, NM",0,0.0
2861,"Union County, OH",Data suppressed,Data suppressed
2862,"Union County, OR",0,0.0
2863,"Union County, PA",Data suppressed,Data suppressed
2864,"Union County, SC",Data suppressed,Data suppressed
2865,"Union County, SD",Data suppressed,Data suppressed
2866,"Union County, TN",0,0.0
2867,"Union Parish, LA",Data suppressed,Data suppressed
2868,"Upshur County, TX",Data suppressed,Data suppressed
2869,"Upshur County, WV",Data suppressed,Data suppressed
2870,"Upson County, GA",Data suppressed,Data suppressed
2871,"Upton County, TX",0,0.0
2872,"Utah County, UT",9,2.0
2873,"Uvalde County, TX",Data suppressed,Data suppressed
2874,"Val Verde County, TX",Data suppressed,Data suppressed
2875,"Valdez-Cordova Census Area, AK",Data suppressed,Data suppressed
2876,"Valencia County, NM",Data suppressed,Data suppressed
2877,"Valley County, ID",0,0.0
2878,"Valley County, MT",0,0.0
2879,"Valley County, NE",0,0.0
2880,"Van Buren County, AR",Data suppressed,Data suppressed
2881,"Van Buren County, IA",0,0.0
2882,"Van Buren County, MI",Data suppressed,Data suppressed
2883,"Van Buren County, TN",0,0.0
2884,"Van Wert County, OH",0,0.0
2885,"Van Zandt County, TX",Data suppressed,Data suppressed
2886,"Vance County, NC",6,16.3
2887,"Vanderburgh County, IN",Data suppressed,Data suppressed
2888,"Venango County, PA",Data suppressed,Data suppressed
2889,"Ventura County, CA",70,9.8
2890,"Vermilion County, IL",8,12.4
2891,"Vermilion Parish, LA",6,12.3
2892,"Vermillion County, IN",0,0.0
2893,"Vernon County, MO",0,0.0
2894,"Vernon County, WI",Data suppressed,Data suppressed
2895,"Vernon Parish, LA",Data suppressed,Data suppressed
2896,"Victoria County, TX",7,9.3
2897,"Vigo County, IN",Data suppressed,Data suppressed
2898,"Vilas County, WI",0,0.0
2899,"Vinton County, OH",0,0.0
2900,"Virginia Beach City, VA",74,19.6
2901,"Volusia County, FL",76,16.2
2902,"Wabash County, IL",0,0.0
2903,"Wabash County, IN",0,0.0
2904,"Wabasha County, MN",0,0.0
2905,"Wabaunsee County, KS",0,0.0
2906,"Wadena County, MN",0,0.0
2907,"Wagoner County, OK",Data suppressed,Data suppressed
2908,"Wahkiakum County, WA",0,0.0
2909,"Wake County, NC",128,14.4
2910,"Wakulla County, FL",Data suppressed,Data suppressed
2911,"Waldo County, ME",0,0.0
2912,"Walker County, AL",Data suppressed,Data suppressed
2913,"Walker County, GA",Data suppressed,Data suppressed
2914,"Walker County, TX",11,17.1
2915,"Walla Walla County, WA",Data suppressed,Data suppressed
2916,"Wallace County, KS",0,0.0
2917,"Waller County, TX",9,21.3
2918,"Wallowa County, OR",0,0.0
2919,"Walsh County, ND",Data suppressed,Data suppressed
2920,"Walthall County, MS",Data suppressed,Data suppressed
2921,"Walton County, FL",Data suppressed,Data suppressed
2922,"Walton County, GA",9,11.9
2923,"Walworth County, SD",0,0.0
2924,"Walworth County, WI",Data suppressed,Data suppressed
2925,"Wapello County, IA",Data suppressed,Data suppressed
2926,"Ward County, ND",5,8.9
2927,"Ward County, TX",0,0.0
2928,"Ware County, GA",Data suppressed,Data suppressed
2929,"Warren County, GA",0,0.0
2930,"Warren County, IA",Data suppressed,Data suppressed
2931,"Warren County, IL",0,0.0
2932,"Warren County, IN",0,0.0
2933,"Warren County, KY",11,10.2
2934,"Warren County, MO",0,0.0
2935,"Warren County, MS",15,38.7
2936,"Warren County, NC",Data suppressed,Data suppressed
2937,"Warren County, NJ",Data suppressed,Data suppressed
2938,"Warren County, NY",0,0.0
2939,"Warren County, OH",5,2.6
2940,"Warren County, PA",0,0.0
2941,"Warren County, TN",Data suppressed,Data suppressed
2942,"Warren County, VA",Data suppressed,Data suppressed
2943,"Warrick County, IN",Data suppressed,Data suppressed
2944,"Wasatch County, UT",0,0.0
2945,"Wasco County, OR",0,0.0
2946,"Waseca County, MN",0,0.0
2947,"Washakie County, WY",0,0.0
2948,"Washburn County, WI",0,0.0
2949,"Washington County, AL",Data suppressed,Data suppressed
2950,"Washington County, AR",17,8.9
2951,"Washington County, CO",0,0.0
2952,"Washington County, FL",5,23.6
2953,"Washington County, GA",Data suppressed,Data suppressed
2954,"Washington County, IA",0,0.0
2955,"Washington County, ID",Data suppressed,Data suppressed
2956,"Washington County, IL",0,0.0
2957,"Washington County, IN",Data suppressed,Data suppressed
2958,"Washington County, KS",0,0.0
2959,"Washington County, KY",Data suppressed,Data suppressed
2960,"Washington County, MD",9,7.1
2961,"Washington County, ME",Data suppressed,Data suppressed
2962,"Washington County, MN",6,2.8
2963,"Washington County, MO",Data suppressed,Data suppressed
2964,"Washington County, MS",12,32.1
2965,"Washington County, NC",Data suppressed,Data suppressed
2966,"Washington County, NE",0,0.0
2967,"Washington County, NY",Data suppressed,Data suppressed
2968,"Washington County, OH",Data suppressed,Data suppressed
2969,"Washington County, OK",Data suppressed,Data suppressed
2970,"Washington County, OR",30,6.1
2971,"Washington County, PA",8,4.5
2972,"Washington County, RI",8,7.1
2973,"Washington County, TN",12,10.9
2974,"Washington County, TX",Data suppressed,Data suppressed
2975,"Washington County, UT",5,3.7
2976,"Washington County, VA",Data suppressed,Data suppressed
2977,"Washington County, VT",Data suppressed,Data suppressed
2978,"Washington County, WI",5,4.4
2979,"Washington Parish, LA",7,18.1
2980,"Washita County, OK",0,0.0
2981,"Washoe County, NV",34,8.8
2982,"Washtenaw County, MI",20,6.2
2983,"Watauga County, NC",Data suppressed,Data suppressed
2984,"Watonwan County, MN",0,0.0
2985,"Waukesha County, WI",5,1.5
2986,"Waupaca County, WI",Data suppressed,Data suppressed
2987,"Waushara County, WI",0,0.0
2988,"Wayne County, GA",Data suppressed,Data suppressed
2989,"Wayne County, IA",0,0.0
2990,"Wayne County, IL",Data suppressed,Data suppressed
2991,"Wayne County, IN",Data suppressed,Data suppressed
2992,"Wayne County, KY",Data suppressed,Data suppressed
2993,"Wayne County, MI",326,22.4
2994,"Wayne County, MO",0,0.0
2995,"Wayne County, MS",0,0.0
2996,"Wayne County, NC",15,14.7
2997,"Wayne County, NE",0,0.0
2998,"Wayne County, NY",5,6.5
2999,"Wayne County, OH",Data suppressed,Data suppressed
3000,"Wayne County, PA",Data suppressed,Data suppressed
3001,"Wayne County, TN",Data suppressed,Data suppressed
3002,"Wayne County, UT",0,0.0
3003,"Wayne County, WV",0,0.0
3004,"Waynesboro City, VA",Data suppressed,Data suppressed
3005,"Weakley County, TN",Data suppressed,Data suppressed
3006,"Webb County, TX",32,15.4
3007,"Weber County, UT",Data suppressed,Data suppressed
3008,"Webster County, GA",0,0.0
3009,"Webster County, IA",0,0.0
3010,"Webster County, KY",Data suppressed,Data suppressed
3011,"Webster County, MO",0,0.0
3012,"Webster County, MS",0,0.0
3013,"Webster County, NE",0,0.0
3014,"Webster County, WV",0,0.0
3015,"Webster Parish, LA",8,24.4
3016,"Weld County, CO",18,7.3
3017,"Wells County, IN",Data suppressed,Data suppressed
3018,"Wells County, ND",0,0.0
3019,"West Baton Rouge Parish, LA",9,41.9
3020,"West Carroll Parish, LA",0,0.0
3021,"West Feliciana Parish, LA",Data suppressed,Data suppressed
3022,"Westchester County, NY",116,14.2
3023,"Westmoreland County, PA",6,2.0
3024,"Westmoreland County, VA",0,0.0
3025,"Weston County, WY",0,0.0
3026,"Wetzel County, WV",0,0.0
3027,"Wexford County, MI",0,0.0
3028,"Wharton County, TX",Data suppressed,Data suppressed
3029,"Whatcom County, WA",8,4.2
3030,"Wheatland County, MT",0,0.0
3031,"Wheeler County, GA",0,0.0
3032,"Wheeler County, NE",0,0.0
3033,"Wheeler County, OR",0,0.0
3034,"Wheeler County, TX",Data suppressed,Data suppressed
3035,"White County, AR",6,9.1
3036,"White County, GA",Data suppressed,Data suppressed
3037,"White County, IL",0,0.0
3038,"White County, IN",0,0.0
3039,"White County, TN",Data suppressed,Data suppressed
3040,"White Pine County, NV",Data suppressed,Data suppressed
3041,"Whiteside County, IL",0,0.0
3042,"Whitfield County, GA",Data suppressed,Data suppressed
3043,"Whitley County, IN",Data suppressed,Data suppressed
3044,"Whitley County, KY",Data suppressed,Data suppressed
3045,"Whitman County, WA",0,0.0
3046,"Wibaux County, MT",0,0.0
3047,"Wichita County, KS",0,0.0
3048,"Wichita County, TX",9,8.2
3049,"Wicomico County, MD",16,18.6
3050,"Wilbarger County, TX",0,0.0
3051,"Wilcox County, AL",0,0.0
3052,"Wilcox County, GA",0,0.0
3053,"Wilkes County, GA",Data suppressed,Data suppressed
3054,"Wilkes County, NC",Data suppressed,Data suppressed
3055,"Wilkin County, MN",0,0.0
3056,"Wilkinson County, GA",0,0.0
3057,"Wilkinson County, MS",0,0.0
3058,"Will County, IL",40,7.0
3059,"Willacy County, TX",Data suppressed,Data suppressed
3060,"Williams County, ND",0,0.0
3061,"Williams County, OH",Data suppressed,Data suppressed
3062,"Williamsburg City, VA",Data suppressed,Data suppressed
3063,"Williamsburg County, SC",5,18.8
3064,"Williamson County, IL",Data suppressed,Data suppressed
3065,"Williamson County, TN",9,4.9
3066,"Williamson County, TX",37,8.3
3067,"Wilson County, KS",0,0.0
3068,"Wilson County, NC",14,20.5
3069,"Wilson County, TN",7,6.2
3070,"Wilson County, TX",Data suppressed,Data suppressed
3071,"Winchester City, VA",Data suppressed,Data suppressed
3072,"Windham County, CT",Data suppressed,Data suppressed
3073,"Windham County, VT",0,0.0
3074,"Windsor County, VT",0,0.0
3075,"Winkler County, TX",Data suppressed,Data suppressed
3076,"Winn Parish, LA",Data suppressed,Data suppressed
3077,"Winnebago County, IA",Data suppressed,Data suppressed
3078,"Winnebago County, IL",27,11.4
3079,"Winnebago County, WI",8,5.5
3080,"Winneshiek County, IA",Data suppressed,Data suppressed
3081,"Winona County, MN",Data suppressed,Data suppressed
3082,"Winston County, AL",0,0.0
3083,"Winston County, MS",Data suppressed,Data suppressed
3084,"Wirt County, WV",0,0.0
3085,"Wise County, TX",Data suppressed,Data suppressed
3086,"Wise County, VA",0,0.0
3087,"Wolfe County, KY",Data suppressed,Data suppressed
3088,"Wood County, OH",Data suppressed,Data suppressed
3089,"Wood County, TX",Data suppressed,Data suppressed
3090,"Wood County, WI",Data suppressed,Data suppressed
3091,"Wood County, WV",Data suppressed,Data suppressed
3092,"Woodbury County, IA",Data suppressed,Data suppressed
3093,"Woodford County, IL",Data suppressed,Data suppressed
3094,"Woodford County, KY",Data suppressed,Data suppressed
3095,"Woodruff County, AR",Data suppressed,Data suppressed
3096,"Woods County, OK",Data suppressed,Data suppressed
3097,"Woodson County, KS",0,0.0
3098,"Woodward County, OK",0,0.0
3099,"Worcester County, MA",55,7.8
3100,"Worcester County, MD",Data suppressed,Data suppressed
3101,"Worth County, GA",Data suppressed,Data suppressed
3102,"Worth County, IA",0,0.0
3103,"Worth County, MO",0,0.0
3104,"Wrangell City and Borough, AK",Data suppressed,Data suppressed
3105,"Wright County, IA",0,0.0
3106,"Wright County, MN",Data suppressed,Data suppressed
3107,"Wright County, MO",0,0.0
3108,"Wyandot County, OH",0,0.0
3109,"Wyandotte County, KS",18,13.8
3110,"Wyoming County, NY",Data suppressed,Data suppressed
3111,"Wyoming County, PA",Data suppressed,Data suppressed
3112,"Wyoming County, WV",6,32.9
3113,"Wythe County, VA",0,0.0
3114,"Yadkin County, NC",Data suppressed,Data suppressed
3115,"Yakima County, WA",26,13.3
3116,"Yakutat City and Borough, AK",Data suppressed,Data suppressed
3117,"Yalobusha County, MS",Data suppressed,Data suppressed
3118,"Yamhill County, OR",Data suppressed,Data suppressed
3119,"Yancey County, NC",0,0.0
3120,"Yankton County, SD",0,0.0
3121,"Yates County, NY",Data suppressed,Data suppressed
3122,"Yavapai County, AZ",9,4.5
3123,"Yazoo County, MS",5,20.9
3124,"Yell County, AR",0,0.0
3125,"Yellow Medicine County, MN",0,0.0
3126,"Yellowstone County, MT",5,3.8
3127,"Yoakum County, TX",0,0.0
3128,"Yolo County, CA",10,5.4
3129,"York County, ME",5,2.8
3130,"York County, NE",0,0.0
3131,"York County, PA",30,8.0
3132,"York County, SC",29,13.2
3133,"York County, VA",9,15.9
3134,"Young County, TX",Data suppressed,Data suppressed
3135,"Yuba County, CA",Data suppressed,Data suppressed
3136,"Yukon-Koyukuk Census Area, AK",Data suppressed,Data suppressed
3137,"Yuma County, AZ",15,8.8
3138,"Yuma County, CO",0,0.0
3139,"Zapata County, TX",Data suppressed,Data suppressed
3140,"Zavala County, TX",0,0.0
3141,"Ziebach County, SD",0,0.0
